EmployeeNumber,Age,Department,JobRole,Gender,Education,MaritalStatus,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,Attrition
1399,25,Sales,Sales Executive,Male,1,Married,3,3,1,2,3,No,6,3,2,1,2,6232,11,No
1401,52,Research & Development,Manufacturing Director,Female,2,Married,3,3,4,2,3,Yes,24,5,3,0,2,13247,11,No
1402,43,Research & Development,Research Scientist,Female,3,Single,3,3,1,1,3,Yes,20,20,7,1,8,4081,14,No
1403,27,Sales,Sales Executive,Female,3,Married,3,4,4,3,3,Yes,6,6,2,4,4,5769,11,No
1405,27,Research & Development,Research Scientist,Female,4,Single,3,3,4,3,2,Yes,8,8,2,7,7,2394,13,Yes
1407,26,Research & Development,Research Scientist,Male,1,Single,3,4,1,3,2,No,5,4,3,1,1,3904,12,No
1408,42,Human Resources,Manager,Female,3,Married,3,1,3,3,5,No,21,20,7,0,9,16799,14,No
1409,52,Research & Development,Laboratory Technician,Female,4,Married,3,1,3,1,2,No,12,5,4,0,4,2950,13,No
1411,37,Research & Development,Laboratory Technician,Female,3,Single,3,3,1,3,6,No,8,3,2,0,2,3629,18,No
1412,35,Research & Development,Manufacturing Director,Male,2,Single,3,4,3,3,2,No,10,2,2,2,2,9362,11,No
1415,25,Research & Development,Laboratory Technician,Male,3,Married,3,4,1,2,2,No,7,3,2,0,2,3229,11,No
1417,26,Research & Development,Laboratory Technician,Male,3,Single,3,1,3,3,2,No,8,7,7,0,7,3578,12,No
1419,29,Human Resources,Human Resources,Male,3,Single,3,1,2,2,3,No,10,10,9,0,9,7988,13,No
1420,49,Research & Development,Laboratory Technician,Male,2,Single,4,1,1,3,2,No,20,4,3,1,3,4284,20,Yes
1421,29,Research & Development,Healthcare Representative,Female,1,Single,3,4,3,3,1,Yes,9,8,7,7,7,7553,12,Yes
1422,54,Research & Development,Research Director,Female,3,Single,3,4,4,2,3,No,29,20,7,12,7,17328,19,No
1423,58,Research & Development,Research Director,Female,3,Married,4,1,4,3,3,Yes,32,9,8,1,5,19701,21,No
1424,55,Research & Development,Research Director,Male,4,Divorced,3,4,2,4,4,No,31,7,7,0,0,14732,13,No
1425,36,Sales,Sales Executive,Female,4,Single,3,2,1,3,3,Yes,15,5,4,0,1,9278,16,No
1427,31,Sales,Sales Representative,Female,4,Single,3,3,2,3,3,No,1,1,0,0,0,1359,12,Yes
1428,30,Sales,Sales Executive,Female,4,Divorced,3,1,4,3,3,No,8,3,2,0,2,4779,14,No
1430,31,Research & Development,Research Director,Female,5,Single,3,2,1,4,3,No,9,3,2,1,0,16422,11,No
1431,34,Research & Development,Research Scientist,Male,4,Divorced,3,1,4,3,2,No,10,4,3,1,3,2996,14,No
1433,31,Research & Development,Research Scientist,Female,3,Single,3,2,1,4,3,No,1,1,0,0,0,1261,12,Yes
1434,27,Research & Development,Laboratory Technician,Male,1,Married,3,1,2,4,3,No,6,5,0,1,4,2099,14,No
1435,36,Research & Development,Laboratory Technician,Male,4,Single,3,4,1,2,2,No,10,10,4,1,8,5810,16,No
1436,36,Sales,Sales Executive,Female,4,Married,3,1,3,2,3,No,11,3,2,0,2,5647,13,No
1438,47,Research & Development,Research Scientist,Male,3,Married,3,4,1,2,2,No,17,6,5,1,2,3420,12,No
1439,25,Sales,Sales Representative,Male,2,Married,3,1,1,3,2,No,6,3,2,2,2,4400,12,Yes
1440,37,Research & Development,Laboratory Technician,Male,2,Single,3,3,3,1,2,No,7,6,5,1,3,3500,14,No
1441,56,Research & Development,Research Scientist,Female,2,Married,4,1,1,4,3,No,5,3,2,1,0,2066,22,No
1443,47,Research & Development,Research Director,Female,4,Married,3,3,1,4,2,No,26,20,17,5,6,17169,19,No
1445,24,Sales,Sales Executive,Female,1,Married,3,3,4,3,3,Yes,5,5,4,0,3,4162,12,No
1446,32,Sales,Sales Executive,Male,5,Married,3,4,4,2,3,No,7,4,3,0,3,9204,12,No
1447,34,Research & Development,Laboratory Technician,Female,3,Married,3,2,4,2,2,No,7,5,4,0,2,3294,17,No
1448,41,Research & Development,Research Scientist,Male,5,Married,3,3,2,2,5,Yes,7,4,2,0,3,2127,12,No
1449,40,Research & Development,Laboratory Technician,Male,4,Divorced,3,3,3,4,2,No,11,8,7,0,7,3975,11,No
1453,31,Sales,Sales Executive,Male,2,Divorced,3,4,1,3,5,No,13,13,7,9,9,10793,18,No
1457,46,Sales,Sales Executive,Male,3,Divorced,3,4,1,4,1,No,28,7,7,4,3,10096,11,Yes
1458,39,Research & Development,Laboratory Technician,Female,3,Single,4,1,1,4,2,Yes,11,1,0,0,0,3646,23,Yes
1459,31,Research & Development,Manufacturing Director,Female,5,Single,3,2,3,3,2,No,10,10,8,4,7,7446,11,Yes
1460,45,Research & Development,Healthcare Representative,Male,3,Divorced,3,1,2,3,2,Yes,24,7,7,0,7,10851,18,No
1461,31,Human Resources,Human Resources,Female,2,Single,3,2,4,3,3,No,8,3,2,0,2,2109,18,No
1464,31,Research & Development,Laboratory Technician,Male,3,Married,3,4,2,1,2,Yes,7,2,2,2,2,3722,13,Yes
1465,45,Research & Development,Manufacturing Director,Male,3,Married,3,4,2,4,4,Yes,10,3,1,1,2,9380,18,No
1466,48,Sales,Sales Executive,Male,3,Divorced,3,1,3,3,3,No,15,2,2,2,2,5486,11,No
1467,34,Human Resources,Human Resources,Female,4,Married,3,3,1,3,0,No,2,2,2,2,2,2742,15,Yes
1468,40,Research & Development,Research Director,Male,1,Divorced,3,2,4,3,5,No,16,9,8,4,8,13757,11,No
1469,28,Sales,Sales Executive,Male,3,Single,3,1,4,3,4,No,6,5,4,1,3,8463,18,No
1471,44,Research & Development,Laboratory Technician,Male,3,Single,3,3,3,3,5,No,7,5,2,0,3,3162,14,No
1472,53,Research & Development,Research Director,Male,3,Single,3,2,4,2,2,No,35,9,8,8,8,16598,12,No
1473,49,Research & Development,Healthcare Representative,Male,4,Married,3,3,1,2,0,No,20,3,2,1,2,6651,14,No
1474,40,Research & Development,Research Scientist,Male,3,Divorced,3,3,3,4,3,No,8,3,1,1,2,2345,14,No
1475,44,Research & Development,Research Scientist,Male,3,Single,3,2,4,2,3,No,6,5,2,1,3,3420,13,No
1477,33,Sales,Sales Executive,Male,3,Married,3,1,4,3,2,No,5,4,3,0,3,4373,14,No
1478,34,Sales,Sales Executive,Male,3,Single,3,1,4,3,2,No,15,13,9,3,12,4759,18,No
1479,30,Sales,Sales Executive,Male,1,Married,3,3,4,2,2,No,4,2,1,2,2,5301,15,No
1480,42,Research & Development,Laboratory Technician,Female,2,Single,3,4,1,3,3,No,12,12,9,5,8,3673,13,No
1481,44,Sales,Sales Executive,Female,5,Married,3,3,1,2,4,No,11,1,0,0,0,4768,12,No
1482,30,Research & Development,Research Scientist,Male,3,Divorced,3,3,3,2,2,No,1,1,0,0,0,1274,13,No
1483,57,Research & Development,Research Scientist,Male,2,Married,4,3,2,2,2,No,13,12,9,2,8,4900,24,No
1484,49,Research & Development,Healthcare Representative,Male,4,Divorced,3,2,3,3,3,No,29,8,7,0,7,10466,14,No
1485,34,Research & Development,Research Director,Male,3,Divorced,3,1,2,2,3,No,16,14,8,6,9,17007,14,No
1486,28,Sales,Sales Representative,Male,3,Married,3,3,1,4,3,No,5,3,2,1,2,2909,15,Yes
1487,29,Sales,Sales Executive,Female,3,Single,3,2,1,1,4,No,7,5,3,0,0,5765,11,Yes
1489,34,Sales,Sales Executive,Female,4,Single,4,2,1,4,2,Yes,16,15,9,10,10,4599,23,Yes
1492,35,Sales,Sales Representative,Male,1,Married,3,3,4,3,3,No,1,1,0,0,0,2404,13,No
1494,24,Research & Development,Laboratory Technician,Male,3,Single,3,1,2,2,2,Yes,4,0,0,0,0,3172,11,Yes
1495,24,Sales,Sales Representative,Female,2,Married,3,2,4,3,2,No,1,1,0,0,0,2033,13,No
1496,44,Research & Development,Manufacturing Director,Male,1,Single,3,3,2,2,2,Yes,16,2,2,2,2,10209,18,No
1497,29,Sales,Sales Executive,Male,3,Divorced,3,3,3,3,3,No,10,10,7,0,4,8620,14,No
1499,30,Human Resources,Human Resources,Male,3,Divorced,4,3,3,4,3,No,6,5,3,1,3,2064,21,No
1501,55,Research & Development,Healthcare Representative,Male,4,Married,3,3,4,3,2,Yes,4,3,2,1,2,4035,16,No
1502,33,Research & Development,Laboratory Technician,Female,4,Married,3,2,1,3,5,No,8,5,4,0,2,3838,11,No
1503,47,Sales,Sales Executive,Female,3,Married,3,3,3,2,4,Yes,11,5,4,1,2,4591,17,No
1504,28,Research & Development,Laboratory Technician,Male,2,Single,3,1,3,2,2,No,8,0,0,0,0,2561,11,Yes
1506,28,Research & Development,Research Scientist,Male,3,Divorced,3,3,1,1,2,No,1,1,0,0,0,1563,14,No
1507,28,Sales,Sales Executive,Male,3,Single,3,1,3,3,5,No,5,4,2,1,3,4898,14,No
1509,49,Research & Development,Laboratory Technician,Female,2,Married,4,1,3,3,3,No,10,3,2,1,2,4789,25,No
1513,29,Research & Development,Laboratory Technician,Female,1,Married,3,2,4,3,3,No,4,3,2,0,2,3180,13,No
1514,28,Research & Development,Manufacturing Director,Male,1,Married,3,2,3,2,2,No,8,8,6,1,7,6549,14,No
1515,33,Research & Development,Healthcare Representative,Male,5,Single,3,3,4,3,6,Yes,14,0,0,0,0,6388,17,No
1516,32,Research & Development,Manager,Male,3,Single,4,4,3,4,5,No,10,5,2,0,0,11244,25,No
1520,54,Research & Development,Manager,Female,4,Divorced,4,4,2,3,2,No,26,14,9,1,12,16032,20,No
1522,29,Research & Development,Research Scientist,Male,4,Single,3,1,1,1,2,No,11,9,7,0,7,2362,13,Yes
1523,44,Research & Development,Research Director,Male,3,Married,3,1,4,4,1,No,24,20,6,14,17,16328,13,No
1525,39,Research & Development,Manufacturing Director,Female,3,Single,3,2,2,3,3,No,9,2,0,2,2,8376,18,No
1527,46,Sales,Manager,Female,3,Married,3,2,3,4,2,No,23,13,12,5,1,16606,12,No
1529,35,Research & Development,Healthcare Representative,Female,3,Single,3,2,4,1,3,No,11,11,8,3,3,8606,19,No
1533,23,Research & Development,Laboratory Technician,Male,1,Single,3,3,1,3,2,No,5,4,3,1,2,2272,14,No
1534,40,Research & Development,Laboratory Technician,Male,4,Single,3,1,4,1,3,No,15,5,4,1,0,2018,14,Yes
1535,34,Sales,Sales Executive,Male,3,Married,3,3,4,3,3,Yes,10,10,9,8,6,7083,14,No
1537,31,Research & Development,Research Scientist,Female,3,Single,3,3,4,1,2,No,7,7,2,7,7,4084,12,Yes
1539,50,Research & Development,Research Director,Male,5,Single,3,4,3,3,2,Yes,32,32,6,13,9,14411,13,No
1541,34,Sales,Sales Representative,Male,2,Married,4,3,2,3,4,Yes,12,11,10,5,7,2308,25,No
1542,42,Research & Development,Laboratory Technician,Male,3,Married,3,2,3,3,3,No,4,1,0,0,0,4841,14,No
1543,37,Research & Development,Research Scientist,Male,3,Married,3,4,1,3,2,No,10,10,8,3,7,4285,17,No
1544,29,Research & Development,Healthcare Representative,Female,1,Married,3,1,3,3,3,No,9,7,7,0,7,9715,13,No
1545,33,Research & Development,Manufacturing Director,Male,3,Single,3,2,4,3,2,No,5,5,3,0,2,4320,13,No
1546,45,Research & Development,Research Scientist,Male,3,Married,4,4,4,3,3,No,8,5,4,0,3,2132,20,No
1547,42,Research & Development,Healthcare Representative,Male,3,Married,3,4,4,1,3,Yes,24,20,8,13,9,10124,14,No
1548,40,Sales,Sales Executive,Male,2,Married,3,1,1,4,5,No,9,8,4,7,1,5473,12,No
1549,33,Research & Development,Laboratory Technician,Male,4,Married,3,3,2,3,3,Yes,15,15,14,5,7,5207,12,No
1550,40,Human Resources,Manager,Male,2,Single,4,4,3,3,2,Yes,21,21,7,7,7,16437,21,No
1551,24,Research & Development,Laboratory Technician,Male,2,Divorced,3,1,3,3,3,No,2,1,1,0,0,2296,14,No
1552,40,Research & Development,Healthcare Representative,Male,2,Divorced,3,4,4,3,2,Yes,8,2,2,2,2,4069,18,No
1553,45,Research & Development,Healthcare Representative,Male,4,Divorced,3,2,1,3,4,No,10,10,8,7,7,7441,12,No
1554,35,Sales,Sales Representative,Female,4,Married,4,3,2,3,5,No,6,5,3,4,2,2430,23,No
1555,32,Research & Development,Research Scientist,Female,2,Married,3,2,4,3,2,No,12,7,1,2,5,5878,12,No
1556,36,Sales,Sales Representative,Male,4,Single,4,4,3,2,3,Yes,7,3,2,1,2,2644,21,No
1557,48,Sales,Sales Executive,Female,4,Divorced,3,3,3,3,2,No,18,8,7,7,7,6439,14,No
1558,29,Research & Development,Research Scientist,Male,3,Married,3,3,3,2,2,No,5,1,0,0,0,2451,18,No
1560,33,Sales,Sales Executive,Male,4,Married,3,1,1,1,6,No,8,2,2,2,2,6392,13,No
1562,30,Sales,Sales Executive,Male,3,Married,3,1,2,3,4,No,10,10,8,6,7,9714,11,Yes
1563,38,Human Resources,Human Resources,Male,4,Married,3,3,3,3,2,No,10,6,3,1,2,6077,11,No
1564,35,Research & Development,Laboratory Technician,Male,3,Single,3,1,4,3,3,No,3,3,0,1,2,2450,19,No
1568,30,Sales,Sales Executive,Male,4,Married,3,2,3,3,3,No,9,4,2,1,3,9250,12,No
1569,35,Research & Development,Laboratory Technician,Female,3,Divorced,3,1,1,3,2,Yes,1,1,0,0,0,2074,12,Yes
1572,53,Research & Development,Manufacturing Director,Female,5,Married,3,4,3,3,4,No,34,33,7,1,9,10169,16,Yes
1573,38,Research & Development,Manufacturing Director,Male,3,Married,3,2,3,3,2,No,7,5,2,1,4,4855,11,Yes
1574,32,Research & Development,Research Scientist,Male,4,Married,3,1,4,2,3,No,9,6,5,1,2,4087,14,No
1576,48,Research & Development,Research Scientist,Female,4,Married,3,1,3,2,3,No,10,8,2,7,6,2367,12,No
1577,34,Research & Development,Research Scientist,Male,4,Single,3,4,1,1,4,No,1,1,0,0,0,2972,13,No
1578,55,Sales,Manager,Male,5,Married,4,4,3,3,3,No,36,36,6,2,13,19586,21,No
1580,34,Research & Development,Research Scientist,Male,4,Married,3,4,2,2,3,No,9,2,2,2,1,5484,17,No
1581,26,Research & Development,Research Scientist,Female,3,Married,4,4,1,3,5,No,1,1,0,0,0,2061,21,No
1582,38,Sales,Sales Executive,Male,3,Married,3,2,3,3,3,No,10,9,8,7,7,9924,11,No
1583,38,Sales,Sales Executive,Female,3,Single,3,2,2,4,5,No,8,3,2,1,2,4198,12,No
1585,36,Sales,Sales Executive,Female,4,Single,3,3,2,3,5,No,15,1,0,0,0,6815,13,No
1586,29,Research & Development,Laboratory Technician,Male,1,Single,3,1,2,3,3,Yes,10,10,9,1,5,4723,18,No
1587,35,Research & Development,Healthcare Representative,Female,4,Single,3,3,1,3,4,Yes,10,5,2,0,4,6142,16,No
1588,39,Sales,Sales Executive,Male,3,Married,3,3,4,3,3,No,11,7,6,7,6,8237,11,No
1590,29,Research & Development,Healthcare Representative,Male,1,Divorced,3,4,1,4,0,No,6,6,4,1,3,8853,19,No
1591,50,Sales,Manager,Male,3,Married,3,3,3,3,2,Yes,27,1,0,0,0,19331,16,No
1592,23,Research & Development,Research Scientist,Male,3,Married,3,3,4,3,2,No,4,2,2,2,2,2073,16,No
1594,36,Research & Development,Laboratory Technician,Male,4,Married,3,1,1,3,3,Yes,9,3,2,0,2,5562,13,No
1595,42,Research & Development,Manager,Male,2,Single,4,4,4,3,2,No,24,1,0,0,1,19613,22,No
1596,35,Research & Development,Laboratory Technician,Male,3,Married,3,3,2,2,3,No,10,10,9,6,8,3407,17,No
1597,34,Research & Development,Healthcare Representative,Male,4,Married,3,3,4,2,3,No,8,8,2,7,7,5063,14,No
1598,40,Sales,Sales Executive,Female,2,Married,3,1,4,3,2,No,5,5,4,1,2,4639,15,No
1599,43,Research & Development,Laboratory Technician,Male,3,Divorced,3,2,4,3,0,No,8,6,4,0,2,4876,12,No
1601,35,Research & Development,Laboratory Technician,Male,2,Married,3,4,3,2,5,No,1,1,0,0,1,2690,18,No
1602,46,Sales,Manager,Male,4,Single,3,1,4,1,5,No,27,26,0,0,12,17567,15,No
1604,28,Research & Development,Laboratory Technician,Male,3,Married,3,2,3,3,3,Yes,1,1,1,0,0,2408,17,Yes
1605,22,Research & Development,Research Scientist,Female,2,Married,3,3,2,2,2,Yes,4,4,2,1,3,2814,14,No
1606,50,Research & Development,Healthcare Representative,Male,5,Married,3,3,2,3,3,Yes,32,30,8,12,13,11245,15,No
1607,32,Research & Development,Research Scientist,Female,4,Married,3,4,2,3,3,No,6,3,2,0,2,3312,17,No
1608,44,Research & Development,Research Director,Female,3,Divorced,3,4,2,2,4,Yes,23,22,7,1,10,19049,14,No
1609,30,Research & Development,Research Scientist,Male,3,Married,3,2,2,2,3,No,6,6,4,1,1,2141,12,No
1611,45,Research & Development,Laboratory Technician,Female,5,Single,3,1,3,3,3,Yes,10,10,7,1,4,5769,14,No
1612,45,Sales,Sales Executive,Male,3,Married,3,1,1,3,2,No,10,10,7,4,5,4385,15,No
1613,31,Sales,Sales Executive,Male,4,Single,3,1,4,3,3,No,10,5,2,0,3,5332,13,No
1614,36,Research & Development,Manufacturing Director,Female,4,Married,3,3,3,3,2,Yes,7,3,2,1,1,4663,12,No
1615,34,Research & Development,Manufacturing Director,Male,4,Divorced,3,4,3,3,3,No,9,9,7,7,2,4724,13,No
1617,49,Research & Development,Laboratory Technician,Female,4,Married,3,1,3,2,3,No,10,9,6,1,4,3211,14,No
1618,39,Research & Development,Manufacturing Director,Male,5,Married,3,1,2,3,3,No,10,7,7,7,7,5377,13,No
1619,27,Research & Development,Laboratory Technician,Male,3,Divorced,3,1,4,3,3,No,7,7,7,0,7,4066,11,No
1621,35,Research & Development,Research Scientist,Male,5,Married,3,1,2,3,2,No,16,16,15,1,10,5208,11,No
1622,28,Research & Development,Manufacturing Director,Female,3,Divorced,4,1,2,2,5,No,6,5,3,0,0,4877,21,No
1623,21,Research & Development,Research Scientist,Male,1,Single,3,4,3,3,2,No,3,2,2,2,2,3117,18,No
1624,18,Sales,Sales Representative,Female,2,Single,3,4,2,4,2,Yes,0,0,0,0,0,1569,12,Yes
1625,47,Human Resources,Manager,Female,4,Married,3,3,4,3,2,No,27,5,2,1,0,19658,11,No
1627,39,Research & Development,Laboratory Technician,Male,2,Divorced,3,3,3,3,3,No,11,10,8,0,7,3069,15,No
1628,40,Research & Development,Manufacturing Director,Female,3,Married,3,3,1,3,2,No,18,18,15,14,12,10435,13,No
1630,35,Research & Development,Healthcare Representative,Female,4,Married,3,3,3,3,5,No,15,14,11,2,9,4148,12,No
1631,37,Research & Development,Manufacturing Director,Male,3,Married,3,3,3,2,2,No,9,4,3,0,2,5768,17,No
1633,39,Research & Development,Manufacturing Director,Female,3,Single,3,3,1,1,2,No,10,9,2,3,8,5042,13,No
1635,45,Research & Development,Manufacturing Director,Female,2,Divorced,3,4,4,3,3,No,10,10,7,3,9,5770,19,No
1638,38,Research & Development,Manufacturing Director,Female,2,Married,3,3,4,4,6,Yes,10,5,4,0,2,7756,19,No
1639,35,Sales,Sales Executive,Male,3,Married,3,1,4,3,3,No,15,13,12,6,0,10306,17,Yes
1640,37,Research & Development,Research Scientist,Female,3,Married,3,2,2,1,2,No,8,8,4,7,7,3936,11,No
1641,40,Research & Development,Manufacturing Director,Female,3,Single,3,4,3,2,2,Yes,18,4,2,3,3,7945,15,No
1642,44,Human Resources,Human Resources,Male,5,Married,3,4,1,3,3,Yes,14,10,7,0,2,5743,11,No
1644,48,Research & Development,Manager,Male,5,Married,4,4,3,3,3,No,23,2,2,2,2,15202,25,No
1645,35,Sales,Sales Executive,Male,2,Divorced,3,4,1,2,2,Yes,7,2,2,2,2,5440,14,Yes
1646,24,Research & Development,Research Scientist,Female,1,Single,3,4,1,3,2,Yes,6,6,3,1,3,3760,13,No
1647,27,Research & Development,Research Scientist,Female,3,Married,3,3,2,3,0,No,5,3,2,0,2,3517,17,No
1648,27,Research & Development,Research Scientist,Male,3,Single,3,4,4,2,0,No,6,4,2,1,2,2580,13,No
1649,40,Research & Development,Laboratory Technician,Male,3,Single,3,1,1,1,3,Yes,10,4,2,0,3,2166,14,Yes
1650,29,Sales,Sales Executive,Male,3,Single,3,3,3,3,2,No,8,5,2,1,4,5869,11,No
1651,36,Research & Development,Healthcare Representative,Female,4,Married,3,1,2,3,6,No,9,3,2,0,2,8008,12,No
1653,25,Research & Development,Manufacturing Director,Male,1,Divorced,3,3,4,3,6,No,7,7,7,0,7,5206,17,No
1654,39,Research & Development,Manufacturing Director,Male,3,Married,4,2,4,3,3,No,7,5,4,1,0,5295,21,No
1655,49,Research & Development,Research Director,Female,4,Married,3,2,1,3,2,No,27,4,2,1,2,16413,16,No
1656,50,Research & Development,Research Director,Female,5,Divorced,3,1,4,3,3,No,19,14,11,1,11,13269,15,No
1657,20,Sales,Sales Representative,Female,3,Single,3,3,3,3,3,No,2,2,2,2,2,2783,19,No
1658,34,Research & Development,Research Scientist,Female,3,Divorced,3,2,4,3,2,No,11,11,8,7,9,5433,12,No
1659,36,Research & Development,Laboratory Technician,Male,3,Single,3,2,1,3,4,No,15,4,3,1,3,2013,11,No
1661,49,Research & Development,Healthcare Representative,Female,1,Married,3,3,3,3,3,Yes,30,15,11,2,12,13966,19,No
1662,36,Research & Development,Manufacturing Director,Female,4,Married,3,3,4,3,6,No,4,3,2,1,2,4374,15,No
1664,36,Research & Development,Healthcare Representative,Male,2,Divorced,4,1,4,3,3,No,13,5,4,0,4,6842,20,No
1665,54,Research & Development,Manager,Female,5,Married,4,3,2,3,6,No,36,10,8,4,7,17426,25,No
1666,43,Research & Development,Research Director,Male,2,Married,4,3,3,3,3,No,14,14,10,6,11,17603,24,No
1667,35,Sales,Sales Executive,Male,4,Single,4,4,4,4,2,Yes,13,11,9,6,7,4581,24,Yes
1668,38,Research & Development,Research Scientist,Male,3,Married,3,4,4,4,4,No,19,13,11,2,9,4735,15,No
1669,29,Sales,Sales Executive,Male,3,Divorced,3,2,1,2,3,Yes,10,10,0,0,9,4187,13,No
1670,33,Sales,Sales Executive,Male,4,Divorced,3,4,4,3,5,No,6,6,2,0,4,5505,14,No
1671,32,Research & Development,Research Scientist,Male,3,Divorced,3,2,4,2,4,No,10,9,5,1,6,5470,13,No
1673,31,Sales,Sales Executive,Female,4,Married,3,4,1,3,2,No,10,10,0,0,2,5476,11,No
1674,49,Research & Development,Laboratory Technician,Female,3,Divorced,3,1,4,2,2,Yes,17,2,2,2,2,2587,16,No
1675,38,Research & Development,Laboratory Technician,Female,3,Single,4,2,4,3,3,No,4,4,3,3,3,2440,22,No
1676,47,Sales,Manager,Female,4,Divorced,3,2,2,3,2,No,29,3,2,1,2,15972,14,No
1677,49,Research & Development,Manager,Male,3,Single,3,3,3,3,2,No,23,8,7,0,0,15379,14,No
1678,41,Sales,Sales Executive,Male,2,Single,3,3,4,3,2,Yes,21,2,0,0,2,7082,16,No
1680,20,Sales,Sales Representative,Male,1,Single,3,1,4,3,3,No,2,2,2,0,2,2728,11,No
1681,33,Sales,Sales Executive,Female,3,Divorced,4,4,3,3,2,Yes,7,6,5,1,2,5368,25,No
1682,36,Research & Development,Healthcare Representative,Male,4,Married,3,3,1,2,2,No,10,3,2,0,2,5347,14,No
1683,44,Human Resources,Human Resources,Female,3,Divorced,3,4,3,3,2,Yes,8,2,2,2,2,3195,18,No
1684,23,Research & Development,Laboratory Technician,Male,1,Single,3,3,4,3,2,Yes,5,5,4,1,2,3989,11,Yes
1687,38,Research & Development,Laboratory Technician,Female,2,Married,3,3,4,2,5,No,7,0,0,0,0,3306,19,No
1689,53,Research & Development,Healthcare Representative,Male,4,Married,3,4,2,3,2,No,11,4,3,1,2,7005,15,No
1691,48,Sales,Sales Representative,Female,2,Married,3,3,4,3,3,Yes,19,9,7,7,7,2655,11,Yes
1692,32,Research & Development,Laboratory Technician,Male,4,Single,3,2,4,3,2,No,1,1,0,0,0,1393,12,Yes
1693,26,Research & Development,Laboratory Technician,Male,3,Single,4,4,4,3,5,No,7,7,7,5,7,2570,20,No
1694,55,Research & Development,Research Scientist,Male,3,Divorced,3,2,1,3,1,No,8,4,2,1,2,3537,12,No
1696,34,Research & Development,Laboratory Technician,Male,2,Married,3,4,2,4,3,No,15,15,10,4,13,3986,14,No
1697,60,Research & Development,Healthcare Representative,Male,4,Divorced,4,4,3,4,2,No,19,1,0,0,0,10883,20,No
1698,33,Research & Development,Laboratory Technician,Male,3,Married,3,2,2,3,6,No,14,14,11,2,13,2028,18,No
1700,37,Sales,Sales Executive,Male,4,Divorced,3,4,3,2,2,No,6,6,3,1,3,9525,14,No
1701,34,Research & Development,Research Scientist,Female,3,Married,3,4,2,3,3,No,10,10,9,8,7,2929,12,No
1702,23,Sales,Sales Representative,Male,3,Divorced,4,4,3,3,2,Yes,3,3,2,0,2,2275,21,Yes
1703,44,Research & Development,Healthcare Representative,Female,3,Married,3,4,3,3,2,Yes,9,8,7,6,7,7879,19,No
1704,35,Research & Development,Research Scientist,Male,4,Single,3,4,1,4,2,Yes,6,5,4,1,4,4930,14,No
1706,43,Sales,Sales Executive,Male,3,Married,3,4,4,3,3,Yes,10,10,9,8,8,7847,17,No
1707,24,Research & Development,Research Scientist,Male,3,Married,3,3,3,3,1,No,5,5,3,0,4,4401,16,No
1708,41,Sales,Sales Executive,Male,3,Single,3,3,4,3,3,No,10,10,8,8,7,9241,12,No
1709,29,Research & Development,Laboratory Technician,Female,4,Married,3,3,4,3,2,No,9,5,3,1,2,2974,17,No
1710,36,Sales,Sales Representative,Female,4,Single,3,4,3,2,2,No,17,13,7,6,7,4502,15,No
1712,45,Research & Development,Healthcare Representative,Male,1,Married,4,3,3,2,3,No,25,23,15,14,4,10748,23,No
1714,24,Human Resources,Human Resources,Male,1,Married,3,3,4,3,2,No,1,1,0,0,0,1555,11,Yes
1716,47,Sales,Sales Executive,Male,3,Married,3,3,3,1,3,No,25,23,5,14,10,12936,11,Yes
1718,26,Research & Development,Laboratory Technician,Male,4,Married,3,3,4,4,3,No,3,3,2,0,2,2305,15,No
1719,45,Research & Development,Research Director,Female,2,Single,3,2,4,3,2,No,21,21,6,8,6,16704,11,No
1720,32,Research & Development,Research Scientist,Male,3,Married,3,3,1,2,3,No,10,5,2,1,3,3433,13,No
1721,31,Research & Development,Laboratory Technician,Male,4,Married,3,3,2,4,2,No,6,5,2,0,3,3477,14,No
1722,41,Human Resources,Human Resources,Male,3,Married,3,2,3,3,4,No,10,3,2,1,2,6430,19,No
1724,40,Research & Development,Manufacturing Director,Female,2,Married,3,1,2,3,3,Yes,18,1,0,0,0,6516,16,No
1725,24,Research & Development,Laboratory Technician,Male,1,Divorced,3,1,2,4,2,No,6,6,2,1,2,3907,13,No
1727,46,Research & Development,Healthcare Representative,Male,4,Single,3,2,3,3,3,No,19,10,7,0,9,5562,14,No
1728,35,Research & Development,Manufacturing Director,Male,4,Married,3,3,4,3,3,No,17,7,7,0,7,6883,16,No
1729,30,Research & Development,Research Scientist,Male,1,Married,3,4,2,2,2,No,10,10,0,0,8,2862,12,No
1731,47,Sales,Sales Executive,Male,4,Married,3,2,3,1,3,No,4,1,0,0,0,4978,11,No
1732,46,Sales,Sales Executive,Male,3,Divorced,3,4,3,2,5,Yes,13,10,6,0,3,10368,12,No
1733,36,Sales,Sales Executive,Male,5,Divorced,3,1,2,3,3,Yes,16,2,2,2,2,6134,13,Yes
1734,32,Sales,Sales Executive,Male,2,Single,3,2,1,3,2,No,10,0,0,0,0,6735,15,Yes
1735,23,Research & Development,Laboratory Technician,Female,1,Single,3,2,3,1,3,No,3,3,2,1,2,3295,13,No
